Time:14:20:58:169  [-999999] Print Robot Cfg:
Time:16:9:21:747  [69] 1
Time:16:9:21:748  [70] 0
Time:16:9:21:749  [71] 0
Time:16:9:21:792  [72] 0
Time:16:9:21:793  [72] 1
Time:16:9:27:936  [66] Thread.Abort "MacroThread"
Time:16:9:27:937  [67] Thread.Start "MacroThread"
Time:16:9:27:939  [68] Robot.Attached 1
Time:16:9:27:940  [69] Robot.PowerEnable 1,1
Time:16:9:27:940  [70] Robot.Speed 1,20
Time:16:9:27:941  [71] RopeEncLoc=-16.288,9.057,-8.784,-80.452,48.891,-23.282,-6.244
Time:16:9:27:943  [72] Move.Joint RopeEncLoc
Time:16:9:40:398  [-999999] Print Robot Cfg:
 Robot Type(0:Scara; 1:Delta; 2:SixAxis; 3:Cobot) = 3
 Robot Axis = 7
 Calbration location number = 100
 Tool offset(length) = 0.049000
 mDH a = 0, 0, 0, 0, 0, 0, 0
 mDH alpha = 1.5708, -1.5708, 1.5708, -1.5708, 1.5708, -1.5708, 0
 mDH d = 6e-07, 0.0505064, 0.491155, -0.118683, 0.317832, -0.0007692, 0.141703
 mDH theta = 0, 0, 0, 0, 0, 0, 0
 mDH beta = 0, 0, 0, 0, 0, 0, 0
 Move direction = 1, 1, 1, -1, 1, -1, 1
 Encoder line number = 524288, 524288, 524288, 524288, 524288, 524288, 524288

Time:16:9:42:614  [1] 0
Time:16:9:42:615  [2] 0
Time:16:9:42:615  [3] 0
Time:16:9:42:616  [4] 0
Time:16:9:42:617  [5] 0
Time:16:9:42:617  [6] 0
Time:16:9:42:618  [6] 1
Time:16:9:42:619  [7] 0
Time:16:9:42:620  [8] 0
Time:16:9:42:621  [9] 0
Time:16:9:51:26  [1] 0
Time:16:9:51:27  [2] 0
Time:16:9:51:28  [3] 0
Time:16:9:51:28  [4] 0
Time:16:9:51:29  [5] 0
Time:16:9:51:29  [6] 0
Time:16:9:51:30  [6] 1
Time:16:9:51:31  [7] 0
Time:16:9:51:31  [8] 0
Time:16:9:51:32  [9] 0
Time:16:10:30:141  [1] 0
Time:16:10:30:143  [2] 0
Time:16:10:30:144  [3] 0
Time:16:10:30:145  [4] 0
Time:16:10:30:146  [5] 0
Time:16:10:30:147  [6] 0
Time:16:10:30:147  [6] 1
Time:16:10:30:148  [7] 0
Time:16:10:30:149  [8] 0
Time:16:10:30:150  [9] 0
Time:16:10:37:79  [1] 0
Time:16:10:37:80  [2] 0
Time:16:10:37:81  [3] 0
Time:16:10:37:82  [4] 0
Time:16:10:37:83  [5] 0
Time:16:10:37:83  [6] 0
Time:16:10:37:84  [6] 1
Time:16:10:37:85  [7] 0
Time:16:10:37:85  [8] 0
Time:16:10:37:86  [9] 0
Time:16:10:50:519  [1] 0
Time:16:10:50:520  [2] 0
Time:16:10:50:520  [3] 0
Time:16:10:50:521  [4] 0
Time:16:10:50:522  [5] 0
Time:16:10:50:522  [6] 0
Time:16:10:50:523  [6] 1
Time:16:10:50:524  [7] 0
Time:16:10:50:525  [8] 0
Time:16:10:50:526  [9] 0
Time:16:10:54:208  [1] 0
Time:16:10:54:210  [2] 0
Time:16:10:54:210  [3] 0
Time:16:10:54:211  [4] 0
Time:16:10:54:211  [5] 0
Time:16:10:54:212  [6] 0
Time:16:10:54:213  [6] 1
Time:16:10:54:213  [7] 0
Time:16:10:54:214  [8] 0
Time:16:10:54:215  [9] 0
Time:16:10:57:490  [1] 0
Time:16:10:57:490  [2] 0
Time:16:10:57:491  [3] 0
Time:16:10:57:492  [4] 0
Time:16:10:57:493  [5] 0
Time:16:10:57:493  [6] 0
Time:16:10:57:494  [6] 1
Time:16:10:57:495  [7] 0
Time:16:10:57:496  [8] 0
Time:16:10:57:500  [9] 0
Time:16:11:6:370  [1] 0
Time:16:11:6:370  [2] 0
Time:16:11:6:371  [3] 0
Time:16:11:6:371  [4] 0
Time:16:11:6:372  [5] 0
Time:16:11:6:372  [6] 0
Time:16:11:6:373  [6] 1
Time:16:11:6:374  [7] 0
Time:16:11:6:374  [8] 0
Time:16:11:6:375  [9] 0
Time:16:11:17:479  [1] 0
Time:16:11:17:481  [2] 0
Time:16:11:17:481  [3] 0
Time:16:11:17:482  [4] 0
Time:16:11:17:482  [5] 0
Time:16:11:17:483  [6] 0
Time:16:11:17:483  [6] 1
Time:16:11:17:484  [7] 0
Time:16:11:17:485  [8] 0
Time:16:11:17:485  [9] 0
Time:16:11:17:500  [10] 0
Time:16:12:8:50  [1] 0
Time:16:12:8:51  [2] 0
Time:16:12:8:52  [3] 0
Time:16:12:8:52  [4] 0
Time:16:12:8:53  [5] 0
Time:16:12:8:54  [6] 0
Time:16:12:8:54  [8] 0
Time:16:12:8:55  [9] 0
Time:16:12:8:871  [6] 1
Time:16:12:8:914  [7] 0
Time:16:12:8:915  [10] 0
Time:16:12:14:663  [11] 0
Time:16:12:14:726  [12] 0
Time:16:12:14:727  [13] 0
Time:16:12:14:727  [14] 0
Time:16:12:14:728  [14] 1
Time:16:12:14:729  [15] 0
Time:16:12:14:730  [1] System.Login 0
Time:16:12:14:731  [2] Thread.Abort "MacroThread"
Time:16:12:14:732  [3] Thread.Start "MacroThread"
Time:16:12:14:733  [4] Robot.Attached 1
Time:16:12:14:734  [5] System.ClearVariables
Time:16:12:14:734  [6] Robot.PowerEnable 1,1
Time:16:12:14:735  [7] Robot.Home 1
Time:16:12:14:737  [8] LocationJ RopeEncLoc
Time:16:12:14:738  [9] Profile Rope = 50,0,50,50,2,2
Time:16:12:14:738  [10] Profile.Set 1,Rope
Time:16:12:14:739  [16] 0
Time:16:12:14:742  [17] 0
Time:16:12:18:963  [11] Thread.Abort "MacroThread"
Time:16:12:18:963  [12] Thread.Start "MacroThread"
Time:16:12:18:964  [13] Robot.Attached 1
Time:16:12:18:964  [14] Robot.PowerEnable 1,1
Time:16:12:18:965  [15] Robot.Speed 1,20
Time:16:12:21:12  [16] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,0.000
Time:16:12:21:28  [17] Move.Joint RopeEncLoc
Time:16:12:21:370  [17] 1
Time:16:12:31:603  [18] 0 0.000,0.001,0.000,-90.000,0.000,-0.001,0.000,0.000,0.000
Time:16:12:31:678  [19] 0
Time:16:12:31:699  [20] 0
Time:16:12:36:426  [20] 1
Time:16:12:37:909  [18] Robot.WhereAngle 1
Time:16:12:37:910  [19] RopeEncLoc=-12.101,-2.786,5.069,-84.841,-17.710,-3.976,-5.034
Time:16:12:37:911  [20] Move.Joint RopeEncLoc
Time:16:12:46:668  [21] 0 -12.100,-2.785,5.068,-84.841,-17.709,-3.978,-5.033,0.000,0.000
Time:16:12:46:741  [22] 0
Time:16:12:46:765  [23] 0
Time:16:12:51:808  [23] 1
Time:16:12:52:779  [21] Robot.WhereAngle 1
Time:16:12:52:780  [22] RopeEncLoc=-4.812,9.147,7.722,-100.703,-39.196,-2.924,16.186
Time:16:12:52:780  [23] Move.Joint RopeEncLoc
Time:16:13:2:51  [24] 0 -4.811,9.147,7.721,-100.703,-39.194,-2.926,16.184,0.000,0.000
Time:16:13:2:124  [25] 0
Time:16:13:2:148  [26] 0
Time:16:13:6:508  [26] 1
Time:16:13:8:115  [24] Robot.WhereAngle 1
Time:16:13:8:116  [25] RopeEncLoc=-0.240,23.091,5.819,-109.649,-48.700,-7.476,27.835
Time:16:13:8:627  [26] Move.Joint RopeEncLoc
Time:16:13:16:740  [27] 0 -0.239,23.091,5.819,-109.648,-48.700,-7.477,27.835,0.000,0.000
Time:16:13:16:810  [28] 0
Time:16:13:16:826  [29] 0
Time:16:13:21:868  [29] 1
Time:16:13:22:946  [27] Robot.WhereAngle 1
Time:16:13:22:947  [28] RopeEncLoc=-10.961,18.215,6.987,-99.146,-27.162,-10.637,44.325
Time:16:13:22:948  [29] Move.Joint RopeEncLoc
Time:16:13:32:112  [30] 0 -10.960,18.215,6.985,-99.145,-27.160,-10.638,44.324,0.000,0.000
Time:16:13:32:184  [31] 0
Time:16:13:32:199  [32] 0
Time:16:13:37:465  [32] 1
Time:16:13:38:301  [30] Robot.WhereAngle 1
Time:16:13:38:303  [31] RopeEncLoc=-16.666,14.511,12.469,-97.407,-22.731,-2.363,69.038
Time:16:13:38:304  [32] Move.Joint RopeEncLoc
Time:16:13:47:717  [33] 0 -16.665,14.511,12.468,-97.408,-22.729,-2.363,69.037,0.000,0.000
Time:16:13:47:787  [34] 0
Time:16:13:47:804  [35] 0
Time:16:13:53:45  [35] 1
Time:16:13:54:162  [33] Robot.WhereAngle 1
Time:16:13:54:163  [34] RopeEncLoc=-11.501,15.234,10.804,-103.701,-14.711,1.594,44.812
Time:16:13:54:164  [35] Move.Joint RopeEncLoc
Time:16:14:3:299  [36] 0 -11.501,15.235,10.803,-103.701,-14.709,1.593,44.811,0.000,0.000
Time:16:14:3:377  [37] 0
Time:16:14:3:396  [38] 0
Time:16:14:8:640  [38] 1
Time:16:14:9:522  [36] Robot.WhereAngle 1
Time:16:14:9:523  [37] RopeEncLoc=-7.091,5.821,6.987,-93.371,-24.414,6.579,69.059
Time:16:14:9:523  [38] Move.Joint RopeEncLoc
Time:16:14:18:860  [39] 0 -7.090,5.821,6.985,-93.371,-24.412,6.578,69.058,0.000,0.000
Time:16:14:18:937  [40] 0
Time:16:14:18:958  [41] 0
Time:16:14:23:964  [41] 1
Time:16:14:24:865  [39] Robot.WhereAngle 1
Time:16:14:25:378  [40] RopeEncLoc=0.462,9.896,-2.834,-106.090,-14.804,7.525,48.008
Time:16:14:25:379  [41] Move.Joint RopeEncLoc
Time:16:14:34:199  [42] 0 0.461,9.896,-2.833,-106.090,-14.802,7.524,48.008,0.000,0.000
Time:16:14:34:274  [43] 0
Time:16:14:34:295  [44] 0
Time:16:14:39:169  [44] 1
Time:16:14:40:219  [42] Robot.WhereAngle 1
Time:16:14:40:731  [43] RopeEncLoc=6.706,-0.242,-0.520,-93.544,-4.039,8.365,28.565
Time:16:14:40:732  [44] Move.Joint RopeEncLoc
Time:16:14:49:425  [45] 0 6.704,-0.240,-0.519,-93.544,-4.037,8.363,28.563,0.000,0.000
Time:16:14:49:491  [46] 0
Time:16:14:49:510  [47] 0
Time:16:14:55:469  [47] 1
Time:16:14:55:560  [45] Robot.WhereAngle 1
Time:16:14:55:561  [46] RopeEncLoc=13.173,-15.296,-16.433,-57.966,-4.039,-11.275,52.901
Time:16:14:55:562  [47] Move.Joint RopeEncLoc
Time:16:15:5:712  [48] 0 13.171,-15.294,-16.433,-57.967,-4.037,-11.275,52.899,0.000,0.000
Time:16:15:5:799  [49] 0
Time:16:15:5:821  [50] 0
Time:16:15:11:354  [50] 1
Time:16:15:11:925  [48] Robot.WhereAngle 1
Time:16:15:11:926  [49] RopeEncLoc=5.923,-28.959,-16.433,-59.882,-25.510,-0.293,81.517
Time:16:15:11:927  [50] Move.Joint RopeEncLoc
Time:16:15:21:586  [51] 0 5.922,-28.958,-16.433,-59.882,-25.508,-0.292,81.516,0.000,0.000
Time:16:15:21:663  [52] 0
Time:16:15:21:683  [53] 0
Time:16:15:26:816  [53] 1
Time:16:15:27:776  [51] Robot.WhereAngle 1
Time:16:15:27:777  [52] RopeEncLoc=5.923,-14.438,-12.820,-74.805,-2.745,5.299,60.987
Time:16:15:27:778  [53] Move.Joint RopeEncLoc
Time:16:15:37:60  [54] 0 5.922,-14.437,-12.818,-74.806,-2.744,5.299,60.986,0.000,0.000
Time:16:15:37:145  [55] 0
Time:16:15:37:168  [56] 0
Time:16:15:42:377  [56] 1
Time:16:15:43:104  [54] Robot.WhereAngle 1
Time:16:15:43:105  [55] RopeEncLoc=9.779,4.033,-12.820,-91.327,-26.480,9.864,83.245
Time:16:15:43:614  [56] Move.Joint RopeEncLoc
Time:16:15:52:609  [57] 0 9.778,4.033,-12.818,-91.327,-26.480,9.862,83.243,0.000,0.000
Time:16:15:52:696  [58] 0
Time:16:15:52:718  [59] 0
Time:16:15:58:956  [57] Robot.WhereAngle 1
Time:16:15:58:957  [58] RopeEncLoc=26.003,9.057,-26.432,-98.591,-9.833,3.563,22.674
Time:16:15:58:958  [59] Move.Joint RopeEncLoc
Time:16:15:59:827  [59] 1
Time:16:16:10:49  [60] 0 26.002,9.057,-26.431,-98.590,-9.831,3.560,22.673,0.000,0.000
Time:16:16:10:124  [61] 0
Time:16:16:10:146  [62] 0
Time:16:16:15:712  [62] 1
Time:16:16:16:348  [60] Robot.WhereAngle 1
Time:16:16:16:349  [61] RopeEncLoc=35.986,9.057,-37.494,-99.813,-13.172,7.695,-6.244
Time:16:16:16:350  [62] Move.Joint RopeEncLoc
Time:16:16:25:945  [63] 0 35.986,9.057,-37.494,-99.814,-13.170,7.694,-6.244,0.000,0.000
Time:16:16:26:13  [64] 0
Time:16:16:26:30  [65] 0
Time:16:16:32:213  [63] Robot.WhereAngle 1
Time:16:16:32:214  [64] RopeEncLoc=-16.288,9.057,-8.784,-80.452,48.891,-23.282,-6.244
Time:16:16:32:214  [65] Move.Joint RopeEncLoc
Time:16:16:33:207  [65] 1
Time:16:16:43:439  [66] 0 -16.288,9.057,-8.784,-80.451,48.891,-23.280,-6.243,0.000,0.000
Time:16:16:43:517  [67] 0
Time:16:16:43:536  [68] 0
Time:16:16:49:600  [66] Robot.WhereAngle 1
Time:16:16:49:601  [67] RopeEncLoc=-25.538,-6.754,-8.784,-62.253,75.531,-44.210,-60.677
Time:16:16:49:603  [68] Move.Joint RopeEncLoc
Time:16:16:50:401  [68] 1
Time:16:17:0:634  [69] 0 -25.538,-6.752,-8.784,-62.253,75.531,-44.212,-60.675,0.000,0.000
Time:16:17:0:713  [70] 0
Time:16:17:0:732  [71] 0
Time:16:17:5:738  [71] 1
Time:16:17:6:971  [69] Robot.WhereAngle 1
Time:16:17:6:972  [70] RopeEncLoc=-29.539,-21.916,12.305,-62.253,75.531,-33.403,-71.855
Time:16:17:6:973  [71] Move.Joint RopeEncLoc
Time:16:17:15:961  [72] 0 -29.538,-21.914,12.305,-62.253,75.531,-33.404,-71.854,0.000,0.000
Time:16:17:16:43  [73] 0
Time:16:17:16:59  [74] 0
Time:16:17:21:570  [74] 1
Time:16:17:22:295  [72] Robot.WhereAngle 1
Time:16:17:22:296  [73] RopeEncLoc=-20.081,-6.159,10.848,-80.451,87.914,-5.179,-83.254
Time:16:17:22:297  [74] Move.Joint RopeEncLoc
Time:16:17:31:791  [75] 0 -20.081,-6.158,10.847,-80.451,87.914,-5.178,-83.253,0.000,0.000
Time:16:17:31:867  [76] 0
Time:16:17:31:889  [77] 0
Time:16:17:36:14  [77] 1
Time:16:17:38:139  [75] Robot.WhereAngle 1
Time:16:17:38:140  [76] RopeEncLoc=-31.983,-10.464,17.257,-82.597,84.552,-6.700,-86.843
Time:16:17:38:140  [77] Move.Joint RopeEncLoc
Time:16:17:46:245  [78] 0 -31.983,-10.462,17.255,-82.597,84.552,-6.698,-86.841,0.000,0.000
Time:16:17:46:315  [79] 0
Time:16:17:46:332  [80] 0
Time:16:17:50:312  [80] 1
Time:16:17:52:453  [78] Robot.WhereAngle 1
Time:16:17:52:454  [79] RopeEncLoc=-42.588,-13.775,21.263,-81.711,78.232,-13.101,-91.999
Time:16:17:52:454  [80] Move.Joint RopeEncLoc
Time:16:18:0:542  [81] 0 -42.587,-13.774,21.262,-81.711,78.232,-13.099,-92.000,0.000,0.000
Time:16:18:0:632  [82] 0
Time:16:18:0:651  [83] 0
Time:16:18:4:114  [83] 1
Time:16:18:6:774  [81] Robot.WhereAngle 1
Time:16:18:6:775  [82] RopeEncLoc=-49.243,-20.003,28.260,-76.781,81.582,-15.794,-93.529
Time:16:18:6:776  [83] Move.Joint RopeEncLoc
Time:16:18:14:347  [84] 0 -49.242,-20.002,28.260,-76.781,81.582,-15.794,-93.529,0.000,0.000
Time:16:18:14:418  [85] 0
Time:16:18:14:443  [86] 0
Time:16:18:18:434  [86] 1
Time:16:18:20:592  [84] Robot.WhereAngle 1
Time:16:18:20:593  [85] RopeEncLoc=-51.149,-25.900,38.995,-75.412,78.084,-14.422,-100.644
Time:16:18:20:594  [86] Move.Joint RopeEncLoc
Time:16:18:28:675  [87] 0 -51.148,-25.898,38.993,-75.411,78.085,-14.422,-100.643,0.000,0.000
Time:16:18:28:747  [88] 0
Time:16:18:28:773  [89] 0
Time:16:18:32:192  [89] 1
Time:16:18:34:915  [87] Robot.WhereAngle 1
Time:16:18:34:916  [88] RopeEncLoc=-54.040,-32.669,39.583,-69.447,77.552,-12.333,-103.451
Time:16:18:34:916  [89] Move.Joint RopeEncLoc
Time:16:18:42:424  [90] 0 -54.039,-32.668,39.582,-69.447,77.552,-12.334,-103.450,0.000,0.000
Time:16:18:42:501  [91] 0
Time:16:18:42:521  [92] 0
Time:16:18:46:355  [92] 1
Time:16:18:48:712  [90] Robot.WhereAngle 1
Time:16:18:48:713  [91] RopeEncLoc=-56.188,-23.191,39.583,-70.882,75.561,-15.531,-105.537
Time:16:18:48:714  [92] Move.Joint RopeEncLoc
Time:16:18:56:597  [93] 0 -56.187,-23.189,39.582,-70.881,75.561,-15.532,-105.536,0.000,0.000
Time:16:18:56:673  [94] 0
Time:16:18:56:695  [95] 0
Time:16:18:59:846  [95] 1
Time:16:19:3:9  [93] Robot.WhereAngle 1
Time:16:19:3:10  [94] RopeEncLoc=-58.066,-17.912,39.583,-72.514,72.110,-14.741,-108.053
Time:16:19:3:11  [95] Move.Joint RopeEncLoc
Time:16:19:10:89  [96] 0 -58.065,-17.910,39.582,-72.514,72.110,-14.744,-108.052,0.000,0.000
Time:16:19:10:163  [97] 0
Time:16:19:10:186  [98] 0
Time:16:19:13:674  [98] 1
Time:16:19:16:276  [96] Robot.WhereAngle 1
Time:16:19:16:277  [97] RopeEncLoc=-60.004,-10.844,39.583,-79.631,77.329,-17.839,-112.181
Time:16:19:16:277  [98] Move.Joint RopeEncLoc
Time:16:19:23:905  [99] 0 -60.003,-10.842,39.581,-79.632,77.329,-17.839,-112.180,0.000,0.000
Time:16:19:23:982  [100] 0
Time:16:19:24:3  [101] 0
Time:16:19:27:31  [101] 1
Time:16:19:30:97  [99] Robot.WhereAngle 1
Time:16:19:30:98  [100] RopeEncLoc=-63.478,-6.177,37.959,-82.929,74.898,-20.987,-115.448
Time:16:19:30:98  [101] Move.Joint RopeEncLoc
Time:16:19:37:263  [102] 0 -63.477,-6.175,37.958,-82.928,74.898,-20.987,-115.447,0.000,0.000
Time:16:19:37:334  [103] 0
Time:16:19:37:349  [104] 0
Time:16:19:40:344  [104] 1
Time:16:19:43:410  [102] Robot.WhereAngle 1
Time:16:19:43:411  [103] RopeEncLoc=-67.058,-2.953,38.207,-84.631,70.367,-21.962,-118.614
Time:16:19:43:412  [104] Move.Joint RopeEncLoc
Time:16:19:50:587  [105] 0 -67.058,-2.953,38.206,-84.631,70.367,-21.962,-118.614,0.000,0.000
Time:16:19:50:657  [106] 0
Time:16:19:50:673  [107] 0
Time:16:19:55:312  [107] 1
Time:16:19:56:707  [105] Robot.WhereAngle 1
Time:16:19:56:707  [106] RopeEncLoc=-68.344,-3.760,54.967,-84.631,70.367,-5.162,-115.017
Time:16:19:56:708  [107] Move.Joint RopeEncLoc
Time:16:20:5:550  [108] 0 -68.343,-3.758,54.966,-84.631,70.367,-5.162,-115.016,0.000,0.000
Time:16:20:5:622  [109] 0
Time:16:20:5:637  [110] 0
Time:16:20:8:276  [110] 1
Time:16:20:11:543  [108] Robot.WhereAngle 1
Time:16:20:12:54  [109] RopeEncLoc=-71.156,-4.962,55.330,-86.067,70.367,-7.126,-111.923
Time:16:20:12:56  [110] Move.Joint RopeEncLoc
Time:16:20:18:513  [111] 0 -71.156,-4.960,55.330,-86.068,70.367,-7.125,-111.922,0.000,0.000
Time:16:20:18:605  [112] 0
Time:16:20:18:622  [113] 0
Time:16:20:22:145  [113] 1
Time:16:20:24:845  [111] Robot.WhereAngle 1
Time:16:20:24:846  [112] RopeEncLoc=-65.970,2.403,55.330,-89.812,75.795,-5.260,-107.889
Time:16:20:24:847  [113] Move.Joint RopeEncLoc
Time:16:20:32:393  [114] 0 -65.969,2.403,55.330,-89.812,75.795,-5.258,-107.888,0.000,0.000
Time:16:20:32:476  [115] 0
Time:16:20:32:491  [116] 0
Time:16:20:36:104  [116] 1
Time:16:20:38:683  [114] Robot.WhereAngle 1
Time:16:20:38:684  [115] RopeEncLoc=-63.912,3.174,56.378,-90.485,83.736,-4.068,-102.954
Time:16:20:38:685  [116] Move.Joint RopeEncLoc
Time:16:20:46:363  [117] 0 -63.911,3.173,56.377,-90.486,83.736,-4.068,-102.954,0.000,0.000
Time:16:20:46:433  [118] 0
Time:16:20:46:449  [119] 0
Time:16:20:50:273  [119] 1
Time:16:20:52:516  [117] Robot.WhereAngle 1
Time:16:20:52:517  [118] RopeEncLoc=-57.385,4.104,56.652,-90.485,84.700,5.392,-99.910
Time:16:20:52:517  [119] Move.Joint RopeEncLoc
Time:16:21:0:533  [120] 0 -57.384,4.103,56.651,-90.485,84.699,5.389,-99.910,0.000,0.000
Time:16:21:0:617  [121] 0
Time:16:21:0:642  [122] 0
Time:16:21:3:873  [122] 1
Time:16:21:6:847  [120] Robot.WhereAngle 1
Time:16:21:6:848  [121] RopeEncLoc=-54.884,-1.582,55.911,-90.343,81.118,10.042,-96.435
Time:16:21:6:848  [122] Move.Joint RopeEncLoc
Time:16:21:14:112  [123] 0 -54.882,-1.580,55.910,-90.344,81.118,10.042,-96.435,0.000,0.000
Time:16:21:14:183  [124] 0
Time:16:21:14:208  [125] 0
Time:16:21:17:628  [125] 1
Time:16:21:20:139  [123] Robot.WhereAngle 1
Time:16:21:20:654  [124] RopeEncLoc=-48.186,-2.827,54.440,-89.508,78.669,13.931,-92.848
Time:16:21:20:655  [125] Move.Joint RopeEncLoc
Time:16:21:27:888  [126] 0 -48.185,-2.826,54.439,-89.508,78.668,13.931,-92.848,0.000,0.000
Time:16:21:27:973  [127] 0
Time:16:21:27:997  [128] 0
Time:16:21:30:747  [128] 1
Time:16:21:33:945  [126] Robot.WhereAngle 1
Time:16:21:33:946  [127] RopeEncLoc=-46.869,-5.222,53.547,-89.507,77.752,16.499,-89.354
Time:16:21:34:458  [128] Move.Joint RopeEncLoc
Time:16:21:40:995  [129] 0 -46.868,-5.221,53.546,-89.507,77.752,16.499,-89.355,0.000,0.000
Time:16:21:41:67  [130] 0
Time:16:21:41:83  [131] 0
Time:16:21:44:526  [131] 1
Time:16:21:47:277  [129] Robot.WhereAngle 1
Time:16:21:47:277  [130] RopeEncLoc=-45.163,-8.544,53.547,-87.680,72.933,17.995,-82.463
Time:16:21:47:278  [131] Move.Joint RopeEncLoc
Time:16:21:54:763  [132] 0 -45.162,-8.543,53.546,-87.680,72.933,17.994,-82.462,0.000,0.000
Time:16:21:54:835  [133] 0
Time:16:21:54:850  [134] 0
Time:16:21:57:968  [134] 1
Time:16:22:1:107  [132] Robot.WhereAngle 1
Time:16:22:1:108  [133] RopeEncLoc=-41.632,-10.607,50.773,-84.760,72.366,19.263,-77.372
Time:16:22:1:109  [134] Move.Joint RopeEncLoc
Time:16:22:8:217  [135] 0 -41.631,-10.605,50.771,-84.760,72.367,19.260,-77.372,0.000,0.000
Time:16:22:8:311  [136] 0
Time:16:22:8:326  [137] 0
Time:16:22:11:479  [137] 1
Time:16:22:14:383  [135] Robot.WhereAngle 1
Time:16:22:14:384  [136] RopeEncLoc=-36.387,-13.703,48.445,-83.658,67.723,19.263,-73.705
Time:16:22:14:385  [137] Move.Joint RopeEncLoc
Time:16:22:21:726  [138] 0 -36.387,-13.701,48.444,-83.658,67.722,19.263,-73.705,0.000,0.000
Time:16:22:21:794  [139] 0
Time:16:22:21:813  [140] 0
Time:16:22:25:201  [140] 1
Time:16:22:28:164  [138] Robot.WhereAngle 1
Time:16:22:28:165  [139] RopeEncLoc=-34.029,-15.485,47.258,-82.763,61.141,18.899,-69.664
Time:16:22:28:166  [140] Move.Joint RopeEncLoc
Time:16:22:35:428  [141] 0 -34.028,-15.482,47.258,-82.763,61.140,18.899,-69.664,0.000,0.000
Time:16:22:35:504  [142] 0
Time:16:22:35:527  [143] 0
Time:16:22:38:556  [143] 1
Time:16:22:41:469  [141] Robot.WhereAngle 1
Time:16:22:41:983  [142] RopeEncLoc=-31.460,-16.535,46.240,-83.061,57.494,23.047,-64.998
Time:16:22:41:984  [143] Move.Joint RopeEncLoc
Time:16:22:48:817  [144] 0 -31.459,-16.533,46.239,-83.061,57.494,23.045,-64.996,0.000,0.000
Time:16:22:48:885  [145] 0
Time:16:22:48:903  [146] 0
Time:16:22:51:642  [146] 1
Time:16:22:54:822  [144] Robot.WhereAngle 1
Time:16:22:55:333  [145] RopeEncLoc=-29.987,-18.366,44.276,-82.358,57.000,24.374,-61.550
Time:16:22:55:336  [146] Move.Joint RopeEncLoc
Time:16:23:2:82  [147] 0 -29.986,-18.364,44.275,-82.358,57.001,24.373,-61.549,0.000,0.000
Time:16:23:2:161  [148] 0
Time:16:23:2:177  [149] 0
Time:16:23:4:994  [149] 1
Time:16:23:8:189  [147] Robot.WhereAngle 1
Time:16:23:8:190  [148] RopeEncLoc=-26.228,-19.733,42.333,-82.810,55.436,26.280,-58.955
Time:16:23:8:191  [149] Move.Joint RopeEncLoc
Time:16:23:15:231  [150] 0 -26.227,-19.731,42.332,-82.809,55.437,26.277,-58.955,0.000,0.000
Time:16:23:15:307  [151] 0
Time:16:23:15:330  [152] 0
Time:16:23:18:281  [152] 1
Time:16:23:21:512  [150] Robot.WhereAngle 1
Time:16:23:21:513  [151] RopeEncLoc=-23.849,-21.091,41.397,-81.979,52.867,27.826,-54.598
Time:16:23:21:513  [152] Move.Joint RopeEncLoc
Time:16:23:28:528  [153] 0 -23.847,-21.089,41.396,-81.979,52.867,27.826,-54.597,0.000,0.000
Time:16:23:28:604  [154] 0
Time:16:23:28:626  [155] 0
Time:16:23:31:969  [155] 1
Time:16:23:34:844  [153] Robot.WhereAngle 1
Time:16:23:34:845  [154] RopeEncLoc=-20.078,-25.815,40.232,-79.755,50.104,30.523,-48.291
Time:16:23:34:845  [155] Move.Joint RopeEncLoc
Time:16:23:42:206  [156] 0 -20.078,-25.814,40.232,-79.755,50.103,30.523,-48.290,0.000,0.000
Time:16:23:42:292  [157] 0
Time:16:23:42:315  [158] 0
Time:16:23:45:378  [158] 1
Time:16:23:48:674  [156] Robot.WhereAngle 1
Time:16:23:48:675  [157] RopeEncLoc=-16.604,-29.173,38.278,-77.022,47.800,33.862,-43.512
Time:16:23:48:676  [158] Move.Joint RopeEncLoc
Time:16:23:55:615  [159] 0 -16.603,-29.171,38.277,-77.022,47.799,33.861,-43.511,0.000,0.000
Time:16:23:55:688  [160] 0
Time:16:23:55:702  [161] 0
Time:16:23:59:594  [161] 1
Time:16:24:1:987  [159] Robot.WhereAngle 1
Time:16:24:1:988  [160] RopeEncLoc=-10.000,-34.363,28.398,-75.170,43.931,37.298,-35.884
Time:16:24:1:989  [161] Move.Joint RopeEncLoc
Time:16:24:9:831  [162] 0 -9.999,-34.361,28.397,-75.170,43.930,37.297,-35.884,0.000,0.000
Time:16:24:9:921  [163] 0
Time:16:24:9:939  [164] 0
Time:16:24:14:902  [164] 1
Time:16:24:16:328  [162] Robot.WhereAngle 1
Time:16:24:16:329  [163] RopeEncLoc=4.003,-37.741,20.941,-79.268,38.625,42.341,-15.248
Time:16:24:16:330  [164] Move.Joint RopeEncLoc
Time:16:24:25:154  [165] 0 4.002,-37.739,20.940,-79.267,38.625,42.340,-15.248,0.000,0.000
Time:16:24:25:222  [166] 0
Time:16:24:25:240  [167] 0
Time:16:24:31:155  [165] Robot.WhereAngle 1
Time:16:24:31:666  [166] RopeEncLoc=-41.214,-18.156,43.914,-88.248,62.625,14.668,-78.622
